age_range,book_author,rating_count
26-35,L. A. Banks,9
26-35,Jerzy N. Kosinski,9
26-35,Jacueline Diamond,9
26-35,Jess Stearn,9
26-35,Tony Cohan,9
26-35,Dirk Bogarde,9
26-35,Tomson Highway,9
26-35,Jesse Hunter,9
26-35,Jesse Liberty,9
26-35,Kirk Martin,9
26-35,Kiki Thorpe,9
26-35,John H. Davis,9
26-35,Christine Arnothy,9
26-35,C S Lewis,9
26-35,James F., Md. Balch,9
26-35,Joann Ross,9
26-35,Kerry Newcomb,9
26-35,Stephen Ambrose,9
26-35,Alfred Birnbaum,9
26-35,Kenneth Abel,9
26-35,Phil Gulley,9
26-35,Stephen Baker,9
26-35,Phil Cousineau,9
26-35,Tom Brown,9
26-35,Denise Foley,9
26-35,Ken Forsse,9
26-35,C. F. Roe,9
26-35,James Lehrer,9
26-35,Todd Wilbur,9
26-35,Molly Bang,9
26-35,Christian Signol,9
26-35,Barbara Robinette Moss,9
26-35,C. J. McKnight,9
26-35,Carol Field,9
26-35,Keith Miles,9
26-35,Seth McEvoy,9
26-35,Keith Floyd,9
26-35,Seymour Simon,9
26-35,Shana Abe,9
26-35,Chris Wooding,9
26-35,James O'Reilly,9
26-35,Tina Oaks,9
26-35,Shane Weller,9
26-35,Stephen Bury,9
26-35,Steven Barnes,9
26-35,Shariann Lewitt,9
26-35,Olga Bicos,9
26-35,C. S. Adler,9
26-35,Sharon De Vita,9
26-35,Alexs D. Pate,9
26-35,Kathryn Reiss,9
26-35,James Trefil,9
26-35,Kathryn Petras,9
26-35,C. Wayne Owens,9
26-35,Kathryn M. Drennan,9
26-35,Erica Fischer,9
26-35,Caroline Llewellyn,9
26-35,Kathryn Kramer,9
26-35,Kathryn Jackson,9
26-35,James White,9
26-35,Sharon Peters,9
26-35,Sharon Schulze,9
26-35,Ji-li Jiang,9
26-35,Eric Wright,9
26-35,Tiffanie DeBartolo,9
26-35,Fynn,9
26-35,Kathleen Morgan,9
26-35,Alexandra Styron,9
26-35,Steven Spruill,9
26-35,John Edgar Wideman,9
26-35,John E. Stith,9
26-35,Elaine Moore,9
26-35,Paul Davids,9
26-35,Anne Hampson,9
26-35,Anne Capeci,9
26-35,Eleanor Cooney,9
26-35,Jason Moss,9
26-35,Thomas Swan,9
26-35,Anne Akers Johnson,9
26-35,Patti Davis,9
26-35,Carol Matthews,9
26-35,Duane Elgin,9
26-35,G. Bruce Knecht,9
26-35,Edwina Currie,9
26-35,Katharine Ross,9
26-35,Elfriede Jelinek,9
26-35,Jan Ormerod,9
26-35,Eric Sanvoisin,9
26-35,Anne Logston,9
26-35,Karen Wallace,9
26-35,John Dominic Crossan,9
26-35,Patrick Sheane Duncan,9
26-35,Patrick Redmond,9
26-35,Paul Krassner,9
26-35,Paul Maier,9
26-35,Kate Phillips,9
26-35,Anna Pavord,9
26-35,Edward Marston,9
26-35,Paul Preuss,9
26-35,Rafe Martin,8
26-35,Stephen Humphrey Bogart,8
26-35,Frances Sherwood,8
26-35,Dietmar Bittrich,8
26-35,Frances Itani,8
26-35,Frances Housden,8
26-35,Charlotte Carter,8
26-35,K. K. Beck,8
26-35,BARBARA MILLER,8
26-35,Nat Hentoff,8
26-35,Alona Frankel,8
26-35,Natalie Sav Carlson,8
26-35,Natalie Standiford,8
26-35,Forster,8
26-35,Natalie Stenzel,8
26-35,ROBERT DOHERTY,8
26-35,K.N. Casper,8
26-35,Nathan Pritikin,8
26-35,RICHARD PRICE,8
26-35,Nathaniel Branden,8
26-35,Alyssa Dean,8
26-35,REX STOUT,8
26-35,Nawal El Saadawi,8
26-35,Flora Rheta. Schreiber,8
26-35,Flora Kidd,8
26-35,Don Donaldson,8
26-35,B. Kliban,8
26-35,Neal Shusterman,8
26-35,R.K. Narayan,8
26-35,KATHARINE HEPBURN,8
26-35,Don Peppers,8
26-35,Neil Warren,8
26-35,American Heart Association,8
26-35,Newt Gingrich,8
26-35,R. D. Wingfield,8
26-35,Donald E. McQuinn,8
26-35,Austin Clarke,8
26-35,R. A. MacAvoy,8
26-35,R. A. Forster,8
26-35,Donald James,8
26-35,Sherry Garland,8
26-35,Theresa Monsour,8
26-35,Amy Gutman,8
26-35,Fanpro,8
26-35,Theresa Weir,8
26-35,Janet Dawson,8
26-35,Amy Jenkins,8
26-35,Donald Stokes,8
26-35,Donald Zochert,8
26-35,Assia Djebar,8
26-35,Asimov,8
26-35,Donna Gillespie,8
26-35,Amy Thomson,8
26-35,Ashland Price,8
26-35,Donna M. Gershten,8
26-35,Arturo PÃ?Â©rez-Reverte,8
26-35,Nicole Foster,8
26-35,Ezra Pound,8
26-35,Pilar Mateos Martin,8
26-35,AnaÃ¯s Nin,8
26-35,Evelyn Sanders,8
26-35,Arthur S. Golden,8
26-35,Nigel Rees,8
26-35,Joanna M. Lund,8
26-35,Doreen Roberts,8
26-35,Dorien Kelly,8
26-35,Arthur Plotnik,8
26-35,Andi Watson,8
26-35,Eve K. Sandstrom,8
26-35,Eva Moore,8
26-35,Eva Figes,8
26-35,Arthur Black,8
26-35,Thomas Brussig,8
26-35,Nora Deloach,8
26-35,Andreas,8
26-35,Sheri Cooper Sinykin,8
26-35,Philippa Pearce,8
26-35,Karen Hancock,8
26-35,Jane Silverwood,8
26-35,Cheri Fuller,8
26-35,Norman Gorbaty,8
26-35,Ernst W. Heine,8
26-35,Douglas C. Waller,8
26-35,Arnaldur Indridason,8
26-35,Nostradamus,8
26-35,Armin A. Brott,8
26-35,Jane Rogers,8
26-35,Armand Eisen,8
26-35,Phil Hirsch,8
26-35,Douglas Rushkoff,8
26-35,Arlene J Chai,8
26-35,Erika Ritter,8
26-35,Erika Lopez,8
26-35,Thomas Frank,8
26-35,Olive Gilbert,8
26-35,Jane Parker Resnick,8
26-35,Eric Wilson,8
26-35,Eric Weiner,8
26-35,Peter Taylor,8
26-35,Peter Tasker,8
26-35,John D. Fitzgerald,8
26-35,Andrew Taylor,8
26-35,Otfried Preussler,8
26-35,Eric Griffin,8
26-35,Andy Griffiths,8
26-35,Antwone Fisher,8
26-35,Owl Goingback,8
26-35,Karin Fossum,8
26-35,Enzo Biagi,8
26-35,P. C. Doherty,8
26-35,Peter Lynch,8
26-35,Peter Kerr,8
26-35,P.d James,8
26-35,Susan Griffith,8
26-35,Emma Forrest,8
26-35,Peter Harry Brown,8
26-35,PETER DICKINSON,8
26-35,Emily French,8
26-35,Emily Colas,8
26-35,Angie Ray,8
26-35,Angus J. Kennedy,8
26-35,Anhua Gao,8
26-35,Pam Conrad,8
26-35,Karla Hocker,8
26-35,Peter Crowther,8
26-35,EDGAR ALLAN POE,8
26-35,Anthony Swofford,8
26-35,ELAINE CUNNINGHAM,8
26-35,Peter Bowen,8
26-35,Pamela Jekel,8
26-35,Peter Berresford Ellis,8
26-35,ELLEN HART,8
26-35,Anita Roddick,8
26-35,Anita Stansfield,8
26-35,ERNEST CALLENBACH,8
26-35,Peter Bagge,8
26-35,Elliot Hester,8
26-35,Peter Abresch,8
26-35,Pamela Thomas-Graham,8
26-35,Sheldon Rampton,8
26-35,Pang-Mei Natasha Chang,8
26-35,Par Lagerkvist,8
26-35,Anthony E. Wolf,8
26-35,Shelby Yastrow,8
26-35,Pascal Bruckner,8
26-35,Ellen Gunderson Traylor,8
26-35,Penny Vincenzi,8
26-35,Jane Gardham,8
26-35,Anthony Boucher,8
26-35,Pat Ross,8
26-35,Penelope Evans,8
26-35,Ann Martin,8
26-35,Ann Maxwell,8
26-35,Eden Gray,8
26-35,Anouchka Grose Forrester,8
26-35,Elizabeth Power,8
26-35,Elizabeth Pepper,8
26-35,Chester Himes,8
26-35,Elizabeth Marie Pope,8
26-35,Patricia Duncker,8
26-35,Elizabeth Mansfield,8
26-35,Patricia Forsythe,8
26-35,Patricia Grace,8
26-35,Patricia Grasso,8
26-35,Patricia H. Rushford,8
26-35,Jane Bonander,8
26-35,Paula Sharp,8
26-35,Ann Warren Turner,8
26-35,Paula Jhung,8
26-35,Paula Huntley,8
26-35,Paula Gunn Allen,8
26-35,Ann Williams,8
26-35,Patricia Pearson,8
26-35,Elizabeth F. Hailey,8
26-35,Jane B. Mason,8
26-35,Edward Carey,8
26-35,Edward Deangelo,8
26-35,Elizabeth Daly,8
26-35,Patricia Sprinkle,8
26-35,Elizabeth Chadwick,8
26-35,Patricia Wallace,8
26-35,Patricia Wayant,8
26-35,Kate L. Turabian,8
26-35,Patrick Cauvin,8
26-35,Edward M. Hallowell,8
26-35,Eliyahu M. Goldratt,8
26-35,Edward Morgan Forster,8
26-35,Elisa Morgan,8
26-35,Elinor Burkett,8
26-35,Paul Hutchens,8
26-35,Katharine T. Alvord,8
26-35,Paul Hawken,8
26-35,Eleanor Fremont,8
26-35,Paul Fussell,8
26-35,Paul Edwards,8
26-35,Jill Dawson,8
26-35,Katherine Pancol,8
26-35,John Ehle,8
26-35,Kathleen Gilles Seidel,8
26-35,Jamie Sams,8
26-35,Stephen Davis,8
26-35,Jamie Gilson,8
26-35,John F. Case,8
26-35,Kathleen W. Zoehfeld,8
26-35,Tim Brookes,8
26-35,Kathleen Woodiwiss,8
26-35,James Wilcox,8
26-35,Kathryn Makris,8
26-35,Catherine Lim,8
26-35,James Tully,8
26-35,Chris Hedges,8
26-35,Jewell P. Rhodes,8
26-35,Sharon Ewell Foster,8
26-35,Kathy Braidhill,8
26-35,James Runcie,8
26-35,Time Out,8
26-35,Chris Offutt,8
26-35,Carole Bugge,8
26-35,Chris Radant,8
26-35,Chris Rock,8
26-35,Kay David,8
26-35,Kay Kenyon,8
26-35,James Patrick Hogan,8
26-35,Timothy Parker,8
26-35,Chris Sorensen,8
26-35,John Francome,8
26-35,Kayla Perrin,8
26-35,James Neff,8
26-35,Tina Sinatra,8
26-35,Kees van Kooten,8
26-35,Seymour Reit,8
26-35,Keith Faulkner,8
26-35,Joe Eszterhas,8
26-35,Jessica Stirling,8
26-35,Todd Lammle,8
26-35,Carole Berry,8
26-35,Christian Oster,8
26-35,James Long,8
26-35,Ken Eulo,8
26-35,Tom Bodett,8
26-35,Ken MacLeod,8
26-35,Sebastiano Vassalli,8
26-35,Tom Coffey,8
26-35,Tom Corbett,8
26-35,Tom Corcoran,8
26-35,Susan Neunzig Cahill,8
26-35,James H. Webb,8
26-35,C. C. Benison,8
26-35,Christina Rossetti,8
26-35,Jessica March,8
26-35,Tom Hyman,8
26-35,Kerry Allyne,8
26-35,Jessica Hagedorn,8
26-35,John Griesemer,8
26-35,James F. David,8
26-35,Joe Gores,8
26-35,Kevin D. Randle,8
26-35,Tom McNeal,8
26-35,Kevin Stein,8
26-35,Scott ODell,8
26-35,Kien Nguyen,8
26-35,James Cowan,8
26-35,James Charlton,8
26-35,Burton Silver,8
26-35,Tom Topor,8
26-35,King,8
26-35,James Byron Huggins,8
26-35,James Bryan Smith,8
26-35,James Brady,8
26-35,Kirsten Holm,8
26-35,Toni Brill,8
26-35,Jessamyn West,8
26-35,Kristen Heitzmann,8
26-35,Stephanie S. Tolan,8
26-35,Kristine Carlson,8
26-35,Jacques Pepin,8
26-35,Jacqueline Girdner,8
26-35,Cathleen Rountree,8
26-35,Sarah Schulman,8
26-35,Jackie Silberg,8
26-35,Bryan Burrough,8
26-35,Christopher Green,8
26-35,Tracy Grant,8
26-35,Tracy Quan,8
26-35,Bruno Maddox,8
26-35,LINCOLN CHILD,8
26-35,LORRAINE HANSBERRY,8
26-35,Sarah Graves,8
26-35,Jack Moore,8
26-35,Steve Lawhead,8
26-35,Christopher M.  Byron,8
26-35,Tristan Egolf,8
26-35,Tristine Rainer,8
26-35,Trudy Baker,8
26-35,Christopher Morley,8
26-35,Lapierre,8
26-35,Susan Trott,8
26-35,Larry Gonick,8
26-35,John Lahr,8
26-35,JULIE OTSUKA,8
26-35,Sara Gruen,8
26-35,Cathy Kelly,8
26-35,Sara Blayne,8
26-35,Carol Bolt,8
26-35,Stephanie Blake,8
26-35,JOHN JAKES,8
26-35,Sandy Schofield,8
26-35,JOAN LOWERY NIXON,8
26-35,John Macdonald,8
26-35,Lauren Bach,8
26-35,Bruce Chandler Fergusson,8
26-35,JEAN SHEPHERD,8
26-35,Lauren Henderson,8
26-35,Lauren Wilde,8
26-35,Bruce Bickel,8
26-35,Susanna Kubelka,8
26-35,John McCain,8
26-35,JANE JUSKA,8
26-35,Valerie S. Malmont,8
26-35,Stephan Jaramillo,8
26-35,Susannah Stacey,8
26-35,Carol Anshaw,8
26-35,J.N. Williamson,8
26-35,Claire Davis,8
26-35,Brothers Grimm,8
26-35,Lawrence Di Fiori,8
26-35,Vera B. Williams,8
26-35,Lawrence Norfolk,8
26-35,J.C. Pollock,8
26-35,Lawrence Thornton,8
26-35,Leah R. Cutter,8
26-35,Clare Boylan,8
26-35,Leann Harris,8
26-35,Carol Ann Lee,8
26-35,John Norman,8
26-35,J. R. Dunn,8
26-35,Lee Wardlaw,8
26-35,Clarissa Pinkola Estes,8
26-35,Clark,8
26-35,J. Michael Straczynski,8
26-35,Sam Chupp,8
26-35,Sam Bobrick,8
26-35,Leisha Kelly,8
26-35,Victor Klemperer,8
26-35,Lensey Namioka,8
26-35,Joan Rivers,8
26-35,Victor Villasenor,8
26-35,Leon Garfield,8
26-35,Victoria Chancellor,8
26-35,Leonard Cohen,8
26-35,Victoria Houston,8
26-35,Suzanne Carey,8
26-35,J. D. McClatchy,8
26-35,Les Roberts,8
26-35,Lesley Downer,8
26-35,Sally Fairchild,8
26-35,Claudia Pattison,8
26-35,Clavel,8
26-35,Lester R. Brown,8
26-35,Ivan Klima,8
26-35,Viqui Litman,8
26-35,Brian Sibley,8
26-35,Lewis Orde,8
26-35,Liane De Pougy,8
26-35,Saki Hiwatari,8
26-35,Isobel Bird,8
26-35,Clifford A. Pickover,8
26-35,Brian Morton,8
26-35,Lillian Hoban,8
26-35,Lily Pond,8
26-35,Lily Tuck,8
26-35,Suzanne Matson,8
26-35,Isabel Miller,8
26-35,Isabel Losada,8
26-35,Linda Barlow,8
26-35,John Reed,8
26-35,Vivian Sathre,8
26-35,Vivian Schurfranz,8
26-35,Linda Devlin,8
26-35,Linda Fallon,8
26-35,Jenny Lykins,8
26-35,Iris R. Dart,8
26-35,STEPHEN WRIGHT,8
26-35,Clyde Phillips,8
26-35,Iris Chang,8
26-35,Linda Konner,8
26-35,Brian K. Vaughan,8
26-35,SIMON COWELL,8
26-35,Ingrid Betancourt,8
26-35,SHARON BOKOSKE,8
26-35,SEAMUS DEANE,8
26-35,Lionel Shriver,8
26-35,W. Richard West,8
26-35,Brian Gallagher,8
26-35,Stevens W. Anderson,8
26-35,Stewart Walton,8
26-35,W.A. McCay,8
26-35,Brian Freemantle,8
26-35,WALTER CRONKITE,8
26-35,Lisa Rojany,8
26-35,Brian Doyle,8
26-35,Lisa Tracy,8
26-35,S. V. Date,8
26-35,Collins,8
26-35,WILLIAM SHAKESPEARE,8
26-35,Stanley D. Frank,8
26-35,Liz Maverick,8
26-35,Confucius,8
26-35,Ian Mcewan,8
26-35,Lora Roberts,8
26-35,RÃ?Â©gine Deforges,8
26-35,Ryder Windham,8
26-35,LouAnne Johnson,8
26-35,Walter R. Brooks,8
26-35,Stanislav Lem,8
26-35,John Travolta,8
26-35,Ward Carroll,8
26-35,Ward Just,8
26-35,Stephen Spignesi,8
26-35,Hugh Johnson,8
26-35,Hugh B. Cave,8
26-35,Ruth Montgomery,8
26-35,Louise Redd,8
26-35,Cooper Susan,8
26-35,Ruth Maran,8
26-35,Carol Thompson,8
26-35,Sylvan Barnet,8
26-35,Howard Schultz,8
26-35,Jennifer Coburn,8
26-35,Cornel West,8
26-35,Lucinda Edmonds,8
26-35,Stan Lee,8
26-35,Ruth Elwin Harris,8
26-35,John White,8
26-35,Jennifer Baker,8
26-35,Ruth Beebe Hill,8
26-35,John Williams,8
26-35,Luigi Malerba,8
26-35,Charlee Jacob,8
26-35,Holly Hughes,8
26-35,Lynn Armistead McKee,8
26-35,Holly Black,8
26-35,Russell Grant,8
26-35,Stephen Solomita,8
26-35,Lynn Beach,8
26-35,Russell Ash,8
26-35,Lynn Grabhorn,8
26-35,Carlos Castillo,8
26-35,Lynne Heitman,8
26-35,M. F. K. Fisher,8
26-35,Rudolf Dreikurs,8
26-35,M. J. Rodgers,8
26-35,MARGARET LAURENCE,8
26-35,Will Weaver,8
26-35,MARLON BRANDO,8
26-35,Roy,8
26-35,Herbert Burkholz,8
26-35,Herbert Asbury,8
26-35,William Arden,8
26-35,Bonnie Worth,8
26-35,Henry Wadsworth Longfellow,8
26-35,Jeffrey Konvitz,8
26-35,MacK Maloney,8
26-35,Henry Louis Gates,8
26-35,Madelyn Sanders,8
26-35,William C. Byham,8
26-35,Suetonius,8
26-35,Joanne Ryder,8
26-35,Henry Beston,8
26-35,Cybill Shepherd,8
26-35,Maggie Gee,8
26-35,Malcolm Rose,8
26-35,Rosemary Green,8
26-35,Mallory Rush,8
26-35,Joan A. Medlicott,8
26-35,Helga Glaesener,8
26-35,Jonathan Weiner,8
26-35,William Greider,8
26-35,Cynthia Thomason,8
26-35,Jim Razzi,8
26-35,Bobbi J.G, Weiss,8
26-35,Jordan Cray,8
26-35,Rosario Ferre,8
26-35,Marcel Ayme,8
26-35,Marcel Pagnol,8
26-35,William J Coughlin,8
26-35,Bob Thomas,8
26-35,Rosalind Noonan,8
26-35,Marcia Willett,8
26-35,Soren Kierkegaard,8
26-35,Rosalie Maggio,8
26-35,Margaret Brownley,8
26-35,William L. Shirer,8
26-35,Charles Colson,8
26-35,Heidi Julavits,8
26-35,William Manchester,8
26-35,William Maxwell,8
26-35,William Murray,8
26-35,Margaret Wander Bonanno,8
26-35,Caroline Anderson,8
26-35,William Poundstone,8
26-35,William Sears,8
26-35,William T. Close,8
26-35,Joseph Bedier,8
26-35,Marie Giordano,8
26-35,Marie Kiraly,8
26-35,Ron Faust,8
26-35,TED ALLEN,8
26-35,Marilyn Harris,8
26-35,Harriet Scott Chessman,8
26-35,Marilyn Vos Savant,8
26-35,Marion Lennox,8
26-35,Joseph Epstein,8
26-35,Marius Gabriel,8
26-35,DC Comics,8
26-35,DC Talk,8
26-35,John Abbott,8
26-35,Mark Billingham,8
26-35,Blanche Knott,8
26-35,Blake Nelson,8
26-35,Joseph Heywood,8
26-35,Blaise Cendrars,8
26-35,DONALD J. SOBOL,8
26-35,Joseph Jacobs,8
26-35,Roger Von Oech,8
26-35,Mark Richard Zubro,8
26-35,Mark Smith,8
26-35,DR DEAN ORNISH,8
26-35,Da Chen,8
26-35,Roger Price,8
26-35,Dahl,8
26-35,Hannah Green,8
26-35,Hannah Bernard,8
26-35,Birgit Vanderbeke,8
26-35,TIMOTHY ZAHN,8
26-35,Yann Queffelec,8
26-35,Han Nolan,8
26-35,Marly A. Swick,8
26-35,Yasmine Galenorn,8
26-35,Halldor Laxness,8
26-35,Joseph O'Connor,8
26-35,Martha Bolton,8
26-35,Joanne Oppenheim,8
26-35,Dale Earnhardt,8
26-35,Billy Sprague,8
26-35,Jim Kokoris,8
26-35,Joseph Rosenbloom,8
26-35,Martha Powers,8
26-35,Roger Elwood,8
26-35,Martin Cruz-Smith,8
26-35,TRACY HOGG,8
26-35,H.G. WELLS,8
26-35,Rogenna Brewer,8
26-35,ZILPHA KEATLEY SNYDER,8
26-35,ZZ Packer,8
26-35,Martin Katahn,8
26-35,Bill Thomas,8
26-35,Roderick Thorp,8
26-35,Rod R. Butterworth,8
26-35,Marvin Harris,8
26-35,Rochelle Morton,8
26-35,Mary Anderson,8
26-35,Rochelle Majer Krich,8
26-35,Joan Barfoot,8
26-35,Mary Anne Wilson,8
26-35,Dan Kurzman,8
26-35,Mary Cable,8
26-35,Robin Upward,8
26-35,Tad Tuleja,8
26-35,Mary Catherine Bateson,8
26-35,Tadahiko Nagao,8
26-35,Caroll Spinney,8
26-35,Dan Rhodes,8
26-35,unknown,8
26-35,Guy N. Smith,8
26-35,Susan Amarillas,8
26-35,Mary Jane Auch,8
26-35,Josip Novakovich,8
26-35,Bill James,8
26-35,Daniel Butler,8
26-35,Roberto Calasso,8
26-35,Mary Sheedy Kurcinka,8
26-35,Jean-Dominique Bauby,8
26-35,Daniel Jonah Goldhagen,8
26-35,Mary Tyler Moore,8
26-35,Bill Buchanan,8
26-35,Maryln Schwartz,8
26-35,Masashi Tanaka,8
26-35,A. J. Matthews,8
26-35,Daniel Stashower,8
26-35,Joyce Hansen,8
26-35,Granta,8
26-35,Beverly West,8
26-35,Jean Vercors,8
26-35,Matthew Chapman,8
26-35,A. Verghese,8
26-35,Robert Pirsig,8
26-35,Grace Llewellyn,8
26-35,Grace Catalano,8
26-35,Beverley Harper,8
26-35,Goscinny Sempe,8
26-35,Robert McLiam Wilson,8
26-35,Joan Vinge,8
26-35,Betty Rollin,8
26-35,Gordon MacDonald,8
26-35,Maurice Leblanc,8
26-35,Dave Dravecky,8
26-35,Robert Lieberman,8
26-35,Max McCoy,8
26-35,Gloria Goldreich,8
26-35,David A. Karp,8
26-35,Glenn Savan,8
26-35,Jean S. MacLeod,8
26-35,David A. Van Meter,8
26-35,Maxx Barry,8
26-35,Jean Rouaud,8
26-35,Taro Gomi,8
26-35,McCaffrey,8
26-35,Joan W. Blos,8
26-35,John C. Wright,8
26-35,Betsy Duffey,8
26-35,Canfield. Jack,8
26-35,Mel Levine,8
26-35,David C. Smith,8
26-35,Beth Spanjian,8
26-35,Juan Jose Millas,8
26-35,Robert Gernhardt,8
26-35,Juan Ramon Jimenez,8
26-35,Jean Little,8
26-35,Jean Liedloff,8
26-35,Jean Lewis,8
26-35,David Cook,8
26-35,Abigail Reed,8
26-35,Judd Winick,8
26-35,David Davidar,8
26-35,Robert E. Kowalski,8
26-35,David Ebershoff,8
26-35,David Elkind,8
26-35,Adam Barrow,8
26-35,Robert Coover,8
26-35,Gertrude Crampton,8
26-35,Bernice Morgan,8
26-35,Robert C., Md. Atkins,8
26-35,John Carfi,8
26-35,Robert Burns,8
26-35,Robert Blaisdell,8
26-35,Adobe Creative Team,8
26-35,Geraldine McCaughrean,8
26-35,David H. Hackworth,8
26-35,Adriaan van Dis,8
26-35,Michael Berenstain,8
26-35,Michael Brown,8
26-35,Gerald Green,8
26-35,Michael Carson,8
26-35,Michael Clynes,8
26-35,Michael Cox,8
26-35,Michael Downing,8
26-35,Michael Farquhar,8
26-35,Agnes Desarthe,8
26-35,Jean Failler,8
26-35,David Klass,8
26-35,Michael Green,8
26-35,Berhard Schlink,8
26-35,Candace Robb,8
26-35,Simon Doonan,8
26-35,Simon Brown,8
26-35,Michael M. Smith,8
26-35,Michael M. Thomas,8
26-35,George Dawson,8
26-35,Alan Axelrod,8
26-35,Rick Bass,8
26-35,David R. George III,8
26-35,Richard Stark,8
26-35,Susan Cheever,8
26-35,Ben Mikaelsen,8
26-35,Alan Furst,8
26-35,Geoff Hansen,8
26-35,Alan H. Cohen,8
26-35,Richard Setlowe,8
26-35,Michael Scott Rohan,8
26-35,Richard Saul Wurman,8
26-35,Alan Jacobson,8
26-35,Alan L. McGinnis,8
26-35,Michael Stern,8
26-35,Judy Baer,8
26-35,Terese Ramin,8
26-35,Judy Blunt,8
26-35,Gene Hackman,8
26-35,Michael Talbot,8
26-35,David Smith,8
26-35,Richard Paul Russo,8
26-35,David Starkey,8
26-35,Silver RavenWolf,8
26-35,Alan Ryan,8
26-35,Terrence McNally,8
26-35,Michel De Montaigne,8
26-35,Michele Albert,8
26-35,Gary Snyder,8
26-35,Camilo JosÃ© Cela,8
26-35,Alana Clayton,8
26-35,Richard Lee Byers,8
26-35,David Wiesner,8
26-35,Camille Minichino,8
26-35,Michelle Cliff,8
26-35,Terri Fields,8
26-35,Gary Devon,8
26-35,Gary D. Chapman,8
26-35,Richard J. Leider,8
26-35,Dawn Anderson,8
26-35,Richard Howard,8
26-35,Jay Mcinerney,8
26-35,Albert Uderzo,8
26-35,Miguel de Cervantes Saavedra,8
26-35,Mika Waltari,8
26-35,Deanna Kizis,8
26-35,Jay Ingram,8
26-35,Richard Ferber,8
26-35,Mike Dash,8
26-35,Debbie Barham,8
26-35,Terry Carr,8
26-35,Barry Neil Kaufman,8
26-35,Richard Chizmar,8
26-35,Deborah Davis,8
26-35,Richard Blow,8
26-35,Deborah Kent,8
26-35,Julia Parker,8
26-35,Alex Matthews,8
26-35,Susan Crosby,8
26-35,Barry B. Longyear,8
26-35,Deborah Schupack,8
26-35,Richard A. Moran,8
26-35,Cameron Judd,8
26-35,Deborah Woodworth,8
26-35,Julia Wallis Martin,8
26-35,Mira Kirshenbaum,8
26-35,Miriam Cohen,8
26-35,Deighton,8
26-35,Rett MacPherson,8
26-35,Miriam Minger,8
26-35,Deirdre Martin,8
26-35,Barbara Tuchman,8
26-35,Sian Rees,8
26-35,Barbara Taylor McCafferty,8
26-35,Rene Descartes,8
26-35,Alexandra Raife,8
26-35,Shunryu Suzuki,8
26-35,Miyamoto Musashi,8
26-35,Denis Guedj,8
26-35,Barbara Shapiro,8
26-35,Barbara Seuling,8
26-35,Barbara Rogan,8
26-35,Regina Barreca,8
26-35,Regan C. Ashbaugh,8
26-35,Terry Willits,8
26-35,Barbara Nadel,8
26-35,Rebecca Ore,8
26-35,Frederick Philip Grove,8
26-35,Dennis McDougal,8
26-35,Monica Hughes,8
26-35,Dennis Rodman,8
26-35,Denys Cazet,8
26-35,Joan Wilen,8
26-35,Carolyn Wheat,8
26-35,Morley Callaghan,8
26-35,Morris L. West,8
26-35,Julie Salamon,8
26-35,Alice Dalgliesh,8
26-35,Alice Elliott Dark,8
26-35,Mortimer J. Adler,8
26-35,Stephen J. Rivelle,8
26-35,Fred Chappell,8
26-35,Diana Blayne,8
26-35,Catherine Bush,8
26-35,Shirley Rogers,8
26-35,Joanna Martine Woolfolk,8
26-35,Myrna MacKenzie,8
26-35,Diana Hacker,8
26-35,Janice Young Brooks,8
26-35,Julio Verne,8
26-35,Barbara Cohen,8
26-35,Diana Whitney,8
26-35,June Flaum Singer,8
26-35,Barbara Bush,8
26-35,Diane C. Arkins,8
26-35,NORMAN MAILER,8
26-35,Barbara Block,8
26-35,Barbara Bickmore,8
26-35,Diane Leslie,8
26-35,Joan Lindsay,8
26-35,Alistair Cooke,8
26-35,Alistair MacNeill,8
26-35,Janice Harayda,8
26-35,Frank Baldwin,8
26-35,Justin Heimberg,8
26-35,Nancy Berberick,8
26-35,Ralph McInerny,8
26-35,Bapsi Sidhwa,8
26-35,Nancy Cato,8
26-35,Baltasar Gracian Y Morales,8
26-35,Dianna L. Paxson,8
26-35,Nancy Gray,8
26-35,Nancy H. Kleinbaum,8
26-35,Baine Kerr,8
26-35,Francis Ray,8
26-35,Francis Mizio,8
26-35,Babette Cole,8
26-35,Nancy Milford,8
26-35,Janette Sebring Lowrey,8
26-35,Dick Stivers,8
26-35,Allen M. Steele,8
26-35,Cait Logan,8
26-35,Lily Brett,7
26-35,Burl Barer,7
26-35,Brian McGrory,7
26-35,Cade Merrill,7
26-35,Nora Raleigh Baskin,7
26-35,Anne M. Duquette,7
26-35,Lilian Moore,7
26-35,Philippe Jaenada,7
26-35,Ishmael Reed,7
26-35,Barbara Leaming,7
26-35,Noreen Wald,7
26-35,Vincent T. Bugliosi,7
26-35,Vincent Serventy,7
26-35,Sidney Kirkpatrick,7
26-35,Vincent Patrick,7
26-35,Mike McQuay,7
26-35,J .K. Rowling,7
26-35,Leslie Pietrzyk,7
26-35,Sheila Rabe,7
26-35,Aoumiel,7
26-35,Sally Cheney,7
26-35,Vikram Chandra,7
26-35,Debby Slier,7
26-35,Susan S. Kelly,7
26-35,Paul Jean Sartre,7
26-35,Lesley Glaister,7
26-35,Carter Carmen,7
26-35,Victoria Routledge,7
26-35,Stefan Heym,7
26-35,J. California Cooper,7
26-35,Leontyne Price,7
